ASIN,Autor,Categoria,Descripción,Editorial,Fecha de Lanzamiento,Idioma,Portada,Páginas,_id,titulo
B00BGFV5Z2,Javier Sierra,Historia,La investigación sobre el enigma aeronáutico más oscuro de la historia.,Booket,1995-01-01T23:00:00.000Z,Español,Blanda,320,61026bac029c400fcb98ecea,Roswell. Secreto de estado.
